,Salm,Allikas
1343,"In equal arms two sons of Nestor stand,
And two bold brothers of the Lycian band:
By great Antilochus, Atymnius dies,
Pierced in the flank, lamented youth! he lies,
Kind Maris, bleeding in his brother’s wound,
Defends the breathless carcase on the ground;
Furious he flies, his murderer to engage:
But godlike Thrasimed prevents his rage,
Between his arm and shoulder aims a blow;
His arm falls spouting on the dust below:
He sinks, with endless darkness cover’d o’er:
And vents his soul, effused with gushing gore.",Ilias
1344,"Slain by two brothers, thus two brothers bleed,
Sarpedon’s friends, Amisodarus’ seed;
Amisodarus, who, by Furies led,
The bane of men, abhorr’d Chimaera bred;
Skill’d in the dart in vain, his sons expire,
And pay the forfeit of their guilty sire.",Ilias
1345,"Stopp’d in the tumult Cleobulus lies,
Beneath Oïleus’ arm, a living prize;
A living prize not long the Trojan stood;
The thirsty falchion drank his reeking blood:
Plunged in his throat the smoking weapon lies;
Black death, and fate unpitying, seal his eyes.",Ilias
1346,"Amid the ranks, with mutual thirst of fame,
Lycon the brave, and fierce Peneleus came;
In vain their javelins at each other flew,
Now, met in arms, their eager swords they drew.
On the plumed crest of his Bœotian foe
The daring Lycon aim’d a noble blow;
The sword broke short; but his, Peneleus sped
Full on the juncture of the neck and head:
The head, divided by a stroke so just,
Hung by the skin; the body sunk to dust.",Ilias
1347,"O’ertaken Neamas by Merion bleeds,
Pierced through the shoulder as he mounts his steeds;
Back from the car he tumbles to the ground:
His swimming eyes eternal shades surround.",Ilias
1348,"Next Erymas was doom’d his fate to feel,
His open’d mouth received the Cretan steel:
Beneath the brain the point a passage tore,
Crash’d the thin bones, and drown’d the teeth in gore:
His mouth, his eyes, his nostrils, pour a flood;
He sobs his soul out in the gush of blood.",Ilias
1349,"As when the flocks neglected by the swain,
Or kids, or lambs, lie scatter’d o’er the plain,
A troop of wolves the unguarded charge survey,
And rend the trembling, unresisting prey:
Thus on the foe the Greeks impetuous came;
Troy fled, unmindful of her former fame.",Ilias
1350,"But still at Hector godlike Ajax aim’d,
Still, pointed at his breast, his javelin flamed.
The Trojan chief, experienced in the field,
O’er his broad shoulders spread the massy shield,
Observed the storm of darts the Grecians pour,
And on his buckler caught the ringing shower:
He sees for Greece the scale of conquest rise,
Yet stops, and turns, and saves his loved allies.",Ilias
1351,"Next on Eryalus he flies; a stone,
Large as a rock, was by his fury thrown:
Full on his crown the ponderous fragment flew,
And burst the helm, and cleft the head in two:
Prone to the ground the breathless warrior fell,
And death involved him with the shades of hell.
Then low in dust Epaltes, Echius, lie;
Ipheas, Evippus, Polymelus, die;
Amphoterus and Erymas succeed;
And last Tlepolemus and Pyres bleed.
Where’er he moves, the growing slaughters spread
In heaps on heaps a monument of dead.",Ilias
1352,"When now Sarpedon his brave friends beheld
Grovelling in dust, and gasping on the field,
With this reproach his flying host he warms:
“Oh stain to honour! oh disgrace to arms!
Forsake, inglorious, the contended plain;
This hand unaided shall the war sustain:
The task be mine this hero’s strength to try,
Who mows whole troops, and makes an army fly.”",Ilias
1353,"He spake: and, speaking, leaps from off the car:
Patroclus lights, and sternly waits the war.
As when two vultures on the mountain’s height
Stoop with resounding pinions to the fight;
They cuff, they tear, they raise a screaming cry;
The desert echoes, and the rocks reply:
The warriors thus opposed in arms, engage
With equal clamours, and with equal rage.",Ilias
1354,"Jove view’d the combat: whose event foreseen,
He thus bespoke his sister and his queen:
“The hour draws on; the destinies ordain,[245]
My godlike son shall press the Phrygian plain:
Already on the verge of death he stands,
His life is owed to fierce Patroclus’ hands,
What passions in a parent’s breast debate!
Say, shall I snatch him from impending fate,
And send him safe to Lycia, distant far
From all the dangers and the toils of war;
Or to his doom my bravest offspring yield,
And fatten, with celestial blood, the field?”",Ilias
1355,"Then thus the goddess with the radiant eyes:
“What words are these, O sovereign of the skies!
Short is the date prescribed to mortal man;
Shall Jove for one extend the narrow span,
Whose bounds were fix’d before his race began?
How many sons of gods, foredoom’d to death,
Before proud Ilion must resign their breath!
Were thine exempt, debate would rise above,
And murmuring powers condemn their partial Jove.
Give the bold chief a glorious fate in fight;
And when the ascending soul has wing’d her flight,
Let Sleep and Death convey, by thy command,
The breathless body to his native land.
His friends and people, to his future praise,
A marble tomb and pyramid shall raise,
And lasting honours to his ashes give;
His fame (’tis all the dead can have) shall live.”",Ilias
1356,"The towering chiefs to fiercer fight advance:
And first Sarpedon whirl’d his weighty lance,
Which o’er the warrior’s shoulder took its course,
And spent in empty air its dying force.
Not so Patroclus’ never-erring dart;
Aim’d at his breast it pierced a mortal part,
Where the strong fibres bind the solid heart.
Then as the mountain oak, or poplar tall,
Or pine (fit mast for some great admiral)
Nods to the axe, till with a groaning sound
It sinks, and spreads its honours on the ground,
Thus fell the king; and laid on earth supine,
Before his chariot stretch’d his form divine:
He grasp’d the dust distain’d with streaming gore,
And, pale in death, lay groaning on the shore.
So lies a bull beneath the lion’s paws,
While the grim savage grinds with foamy jaws
The trembling limbs, and sucks the smoking blood;
Deep groans, and hollow roars, rebellow through the wood.",Ilias
1357,"“All-seeing monarch! whether Lycia’s coast,
Or sacred Ilion, thy bright presence boast,
Powerful alike to ease the wretch’s smart;
O hear me! god of every healing art!
Lo! stiff with clotted blood, and pierced with pain,
That thrills my arm, and shoots through every vein,
I stand unable to sustain the spear,
And sigh, at distance from the glorious war.
Low in the dust is great Sarpedon laid,
Nor Jove vouchsafed his hapless offspring aid;
But thou, O god of health! thy succour lend,
To guard the relics of my slaughter’d friend:
For thou, though distant, canst restore my might,
To head my Lycians, and support the fight.”",Ilias
1358,"Apollo heard; and, suppliant as he stood,
His heavenly hand restrain’d the flux of blood;
He drew the dolours from the wounded part,
And breathed a spirit in his rising heart.
Renew’d by art divine, the hero stands,
And owns the assistance of immortal hands.
First to the fight his native troops he warms,
Then loudly calls on Troy’s vindictive arms;
With ample strides he stalks from place to place;
Now fires Agenor, now Polydamas:
Æneas next, and Hector he accosts;
Inflaming thus the rage of all their hosts.",Ilias
1359,"“What thoughts, regardless chief! thy breast employ?
Oh too forgetful of the friends of Troy!
Those generous friends, who, from their country far,
Breathe their brave souls out in another’s war.
See! where in dust the great Sarpedon lies,
In action valiant, and in council wise,
Who guarded right, and kept his people free;
To all his Lycians lost, and lost to thee!
Stretch’d by Patroclus’ arm on yonder plains,
O save from hostile rage his loved remains!
Ah let not Greece his conquer’d trophies boast,
Nor on his corse revenge her heroes lost!”",Ilias
1360,"He spoke: each leader in his grief partook:
Troy, at the loss, through all her legions shook.
Transfix’d with deep regret, they view o’erthrown
At once his country’s pillar, and their own;
A chief, who led to Troy’s beleaguer’d wall
A host of heroes, and outshined them all.
Fired, they rush on; first Hector seeks the foes,
And with superior vengeance greatly glows.",Ilias
1361,"“Heroes, be men; be what you were before;
Or weigh the great occasion, and be more.
The chief who taught our lofty walls to yield,
Lies pale in death, extended on the field.
To guard his body Troy in numbers flies;
’Tis half the glory to maintain our prize.
Haste, strip his arms, the slaughter round him spread,
And send the living Lycians to the dead.”",Ilias
1362,"The heroes kindle at his fierce command;
The martial squadrons close on either hand:
Here Troy and Lycia charge with loud alarms,
Thessalia there, and Greece, oppose their arms.
With horrid shouts they circle round the slain;
The clash of armour rings o’er all the plain.
Great Jove, to swell the horrors of the fight,
O’er the fierce armies pours pernicious night,
And round his son confounds the warring hosts,
His fate ennobling with a crowd of ghosts.",Ilias
1363,"Now Greece gives way, and great Epigeus falls;
Agacleus’ son, from Budium’s lofty walls;
Who chased for murder thence a suppliant came
To Peleus, and the silver-footed dame;
Now sent to Troy, Achilles’ arms to aid,
He pays due vengeance to his kinsman’s shade.
Soon as his luckless hand had touch’d the dead,
A rock’s large fragment thunder’d on his head;
Hurl’d by Hectorean force it cleft in twain
His shatter’d helm, and stretch’d him o’er the slain.",Ilias
